"date","close","volume","open","high","low"

"2019/02/08","1588.2200","5649888.0000","1586.0000","1588.5900","1566.7560"
"2019/02/07","1614.3700","4605293.0000","1625.0000","1625.5389","1592.9100"
"2019/02/06","1640.2600","3930870.0000","1670.7500","1672.2600","1633.3400"
"2019/02/05","1658.8100","4443632.0000","1643.3400","1665.2600","1642.5000"
"2019/02/04","1633.3100","4911319.0000","1623.0000","1649.6300","1613.5000"
"2019/02/01","1626.2300","11484130.0000","1638.8800","1673.0600","1622.0100"
"2019/01/31","1718.7300","10304330.0000","1692.8500","1736.4110","1679.0821"
"2019/01/30","1670.4300","5717042.0000","1623.0000","1676.9500","1619.6800"
"2019/01/29","1593.8800","4591586.0000","1631.2700","1632.3800","1590.7200"
"2019/01/28","1637.8900","4807564.0000","1643.5900","1645.0000","1614.0900"
"2019/01/25","1670.5700","4933434.0000","1670.5000","1683.4800","1661.6122"
"2019/01/24","1654.9300","4077737.0000","1641.0700","1657.2572","1631.7847"
"2019/01/23","1640.0200","5192420.0000","1656.0000","1657.4300","1612.0000"
"2019/01/22","1632.1700","6402655.0000","1681.0000","1681.8668","1610.2000"
"2019/01/18","1696.2000","5973318.0000","1712.0000","1716.2000","1691.5400"
"2019/01/17","1693.2200","4179836.0000","1680.0000","1700.1700","1677.5000"
"2019/01/16","1683.7800","6343614.0000","1684.2200","1705.0000","1675.8787"
"2019/01/15","1674.5600","5964298.0000","1632.0000","1675.1600","1626.0100"
"2019/01/14","1617.2100","5989299.0000","1615.0000","1648.2000","1595.1500"
"2019/01/11","1640.5600","4670093.0000","1640.5500","1660.2940","1636.2200"
"2019/01/10","1656.2200","6487252.0000","1641.0100","1663.2500","1621.6150"
"2019/01/09","1659.4200","6333528.0000","1652.9800","1667.7989","1641.3953"
"2019/01/08","1656.5800","8830753.0000","1664.6900","1676.6100","1616.6100"
"2019/01/07","1629.5100","7971720.0000","1602.3100","1634.5600","1589.1850"
"2019/01/04","1575.3900","9161701.0000","1530.0000","1594.0000","1518.3101"
"2019/01/03","1500.2800","6934218.0000","1520.0100","1538.0000","1497.1100"
"2019/01/02","1539.1300","7871967.0000","1465.2000","1553.3600","1460.9300"
"2018/12/31","1501.9700","6941598.0000","1510.8000","1520.7600","1487.0000"
"2018/12/28","1478.0200","8822598.0000","1473.3500","1513.4700","1449.0000"
"2018/12/27","1461.6400","9631228.0000","1454.2000","1469.0000","1390.3100"
"2018/12/26","1470.9000","10332870.0000","1368.8900","1473.1567","1363.0100"
"2018/12/24","1343.9600","7219996.0000","1346.0000","1396.0300","1307.0000"
"2018/12/21","1377.4500","13556470.0000","1464.9900","1480.0000","1363.9600"
"2018/12/20","1460.8300","9912659.0000","1484.0000","1509.5000","1432.6900"
"2018/12/19","1495.0800","8624401.0000","1543.0500","1584.5300","1483.1800"
"2018/12/18","1551.4800","6468073.0000","1540.0000","1567.5500","1523.0100"
