"date","close","volume","open","high","low"
"16:00","95.58","6,169,080","96.36","96.69","95.14"
"2019/02/08","95.5800","5154483.0000","96.3400","96.6900","95.1400"
"2019/02/07","96.7300","7009881.0000","95.1100","96.8200","95.0000"
"2019/02/06","95.6400","4263653.0000","95.4300","96.0100","95.2200"
"2019/02/05","95.6000","5939171.0000","95.2500","95.9400","95.0200"
"2019/02/04","94.7700","7252106.0000","93.8600","94.7700","93.3500"
"2019/02/01","93.8600","12487520.0000","95.9200","96.0000","93.1100"
"2019/01/31","95.8300","14665020.0000","94.6300","96.8700","94.6300"
"2019/01/30","94.8000","11811770.0000","96.6800","96.8000","94.2600"
"2019/01/29","96.7100","5153089.0000","96.7700","97.1585","96.5100"
"2019/01/28","97.0600","5789819.0000","96.5300","97.0700","96.0800"
"2019/01/25","96.9400","7218200.0000","98.7500","98.9100","96.7500"
"2019/01/24","98.3600","7607015.0000","98.2000","98.4600","96.4300"
"2019/01/23","98.7100","8118238.0000","98.8700","99.3500","97.5300"
"2019/01/22","97.4900","7539404.0000","97.1500","98.4300","96.7800"
"2019/01/18","97.7300","6089331.0000","96.9500","98.1990","96.8500"
"2019/01/17","96.7400","4844725.0000","96.3200","97.2100","96.1600"
"2019/01/16","96.3500","5335415.0000","95.9300","96.8600","95.8250"
"2019/01/15","96.2500","6906322.0000","95.4700","96.6000","95.3800"
"2019/01/14","94.9500","7038681.0000","94.4800","95.4500","94.2800"
"2019/01/11","94.8400","5284055.0000","94.9900","95.2900","94.5500"
"2019/01/10","94.9600","9202829.0000","93.8800","94.9800","93.1201"
"2019/01/09","94.8900","6260271.0000","95.7100","96.1400","94.7700"
"2019/01/08","95.2000","7155038.0000","95.0600","95.7550","93.9100"
"2019/01/07","94.5400","7633261.0000","93.6200","95.1700","93.1800"
"2019/01/04","93.4400","7917586.0000","93.2100","93.6600","92.6900"
"2019/01/03","92.8600","8320025.0000","93.2100","94.7100","92.7000"
"2019/01/02","93.3400","8148594.0000","91.6400","93.6500","91.6400"
"2018/12/31","93.1500","7005838.0000","92.6700","93.3900","92.2500"
"2018/12/28","92.1300","9872995.0000","92.0700","93.4700","91.6450"
"2018/12/27","91.5900","9404904.0000","89.7500","91.6100","88.4400"
"2018/12/26","90.4100","9797021.0000","86.4200","90.4200","86.3000"
"2018/12/24","85.8200","6110310.0000","86.5400","87.5650","85.7800"
"2018/12/21","87.1300","14919310.0000","86.8700","89.4700","86.8000"
"2018/12/20","87.2800","16120090.0000","90.1100","90.1100","86.1400"
"2018/12/19","90.5500","12231070.0000","91.2900","93.0000","90.2500"
"2018/12/18","91.0800","9594248.0000","90.8000","91.2600","90.2800"
"2018/12/17","90.7700","8987669.0000","91.2200","92.0100","90.1600"
"2018/12/14","91.8500","11493500.0000","92.0500","92.5600","91.5700"
"2018/12/13","92.9600","7568602.0000","93.2500","93.6765","92.4300"
"2018/12/12","93.1100","9638443.0000","94.3000","94.3000","93.0600"
"2018/12/11","93.8500","6438814.0000","94.2500","94.4900","93.2500"
"2018/12/10","93.9400","6997360.0000","93.5600","94.2500","92.3400"
"2018/12/07","93.1900","8494071.0000","94.5000","95.1300","92.4500"
"2018/12/06","94.7700","10314680.0000","94.9400","95.4100","93.1000"
"2018/12/04","95.8100","10361560.0000","98.2500","98.9600","95.6100"
"2018/12/03","98.7500","9081244.0000","98.0200","99.5900","97.6700"
"2018/11/30","97.6500","10663000.0000","97.4000","98.4299","97.0700"
"2018/11/29","97.2900","6177168.0000","97.0200","97.8300","96.7400"
"2018/11/28","97.4600","10061850.0000","95.4500","97.6200","95.0500"
"2018/11/27","95.0400","9037774.0000","94.9900","95.5433","94.4100"
"2018/11/26","95.1500","8504338.0000","95.6900","96.0700","94.7400"
"2018/11/23","95.1000","4889960.0000","94.1300","95.5500","94.1300"
"2018/11/21","94.1700","9349685.0000","94.3600","94.9200","93.3100"
"2018/11/20","94.1600","12594790.0000","94.9800","95.2000","93.6000"
"2018/11/19","96.7800","8781087.0000","97.9400","98.2500","96.4300"
"2018/11/16","97.6900","14117560.0000","98.8200","99.4200","96.9200"
"2018/11/15","99.5400","16013980.0000","102.3200","102.8000","98.6200"
"2018/11/14","101.5300","10390760.0000","103.0000","103.1500","101.0100"
"2018/11/13","102.9400","7812730.0000","103.6700","104.1500","102.5400"
"2018/11/12","103.8700","8864601.0000","105.5000","106.2100","103.6500"
"2018/11/09","105.5600","8246105.0000","105.0000","105.9000","104.8100"
"2018/11/08","104.8800","5895172.0000","104.3300","105.2600","104.0300"
"2018/11/07","104.3200","8252696.0000","103.6600","104.4700","103.0500"
"2018/11/06","103.3300","6291554.0000","102.5400","103.4400","102.0500"
"2018/11/05","102.9100","7563915.0000","101.1900","103.1692","100.6324"
"2018/11/02","101.3400","7274211.0000","100.8800","101.5700","100.3100"
"2018/11/01","100.5800","7643551.0000","99.9600","101.1700","99.7200"
"2018/10/31","100.2800","12278750.0000","102.4900","102.4900","100.1150"
"2018/10/30","102.4200","12636730.0000","100.2100","102.6000","100.0560"
"2018/10/29","99.8000","12026060.0000","99.5100","101.7300","99.0900"
"2018/10/26","98.9400","14919140.0000","98.8100","99.6700","98.0200"
"2018/10/25","99.1800","10731330.0000","98.0100","99.4800","97.0000"
"2018/10/24","97.5600","10280430.0000","97.5000","99.1700","97.2750"
"2018/10/23","97.8000","9361610.0000","96.5000","97.9850","96.1100"
"2018/10/22","97.1400","7020388.0000","97.3400","97.5800","96.7434"
"2018/10/19","97.1500","8814129.0000","96.0000","97.6500","96.0000"
"2018/10/18","96.1700","10297120.0000","96.4000","97.2450","95.7400"
"2018/10/17","96.5600","8754047.0000","95.1800","96.6200","94.9000"
"2018/10/16","95.8100","10528950.0000","94.7000","96.0700","94.3400"
"2018/10/15","93.8200","7918205.0000","94.5000","94.9880","93.8200"
"2018/10/12","94.8100","8487575.0000","94.7600","95.1700","93.6700"
"2018/10/11","93.9200","9917717.0000","95.8100","96.2900","93.6000"
"2018/10/10","95.7600","8994703.0000","96.6000","97.8500","95.7000"
"2018/10/09","97.0800","11598080.0000","95.6400","97.7400","95.1900"
"2018/10/08","94.6900","5762057.0000","93.2500","94.9300","93.0201"
"2018/10/05","93.3100","6684456.0000","93.8600","94.1900","92.8900"
"2018/10/04","94.2100","6043824.0000","94.0700","94.5000","93.2000"
"2018/10/03","94.0700","6313339.0000","95.5000","95.5400","94.0400"
"2018/10/02","95.1500","7753301.0000","93.9300","95.6100","93.8500"
